cold_inlet_temp,cold_mass_flow,hot_inlet_temp,hot_mass_flow,thermal_efficiency,cold_pressure_drop,hot_pressure_drop,global_htc,cold_outlet_temp,hot_outlet_temp
288.15,1.0,358.15,1.0,56.770110208647,2.26474144437816,256.51491001364775,129.42128071454533,327.92170106880604,318.43303310027784
288.15,1.0,358.15,1.5,64.15054137082554,2.155291229413706,529.9010003093572,135.50451122115317,333.0911800946681,328.24607849915583
288.15,1.0,358.15,2.0,68.2229364550322,2.098911972978385,887.7679291736713,139.08340328827984,335.9424870150114,334.3083271922186
288.15,1.0,358.15,2.5,70.99195946672798,2.070009376955568,1326.0287067387399,141.46854179924384,337.8807001218132,338.30875702272687
288.15,1.0,358.15,3.0,72.52547663798737,2.0475371779466514,1841.4610064881708,143.20864476315452,338.9539036889405,341.26274292985465
288.15,1.0,358.15,3.5,73.77045376894621,2.031043305512867,2431.0340511932445,144.55004424298826,339.8250667905028,343.42967218968954
288.15,1.0,358.15,4.0,74.72894615639147,2.018383819551673,3092.8197803572693,145.62055670705374,340.49569435333706,345.1045142225714
288.15,1.0,358.15,4.5,75.48652056667424,2.0085289467679104,3825.1244081676996,146.4984027546858,341.02570158504307,346.4381066661339
288.15,1.0,358.15,5.0,76.10013150386003,2.000743847253034,4626.477478955843,147.2339872561946,341.454961243156,347.524928430415
288.15,1.0,363.15,0.5,80.71134540053222,2.490904082369525,73.83119899651501,116.7523298235559,318.4480195820607,302.6216637594972
288.15,1.0,363.15,1.0,56.85451720128062,2.201200076699024,254.64255197283637,129.9874656406662,330.8379409451581,320.5432991885501
288.15,1.0,363.15,1.5,64.23261784174369,2.089658623779542,525.9584860925388,135.98685322353725,336.3748559706632,331.0810614338505
288.15,1.0,363.15,2.0,68.29588429524503,2.0325038437877083,881.1182323834655,139.50124980078527,339.4226502608745,337.58988789039597
288.15,1.0,363.15,2.5,70.99556514212343,2.00271679071011,1316.0872893037595,141.84157880010738,341.44696142863336,341.9016953397864
288.15,1.0,363.15,3.0,72.58182010512164,1.9806099177658325,1827.6239161968842,143.5440796962711,342.63611611532315,345.0528988049252
288.15,1.0,363.15,3.5,73.8175354083686,1.9636778267886257,2412.70710941001,144.8563032306834,343.56233826347267,347.3778439266847
288.15,1.0,363.15,4.0,74.77226802490729,1.9509716484026285,3069.509980940682,145.90181856205677,344.27786123807556,349.1735817606418
288.15,1.0,363.15,4.5,75.52670287524319,1.9413390796835301,3796.3907648662134,146.75813047624266,344.84321425074864,350.6032228456011
288.15,1.0,363.15,5.0,76.13560855756208,1.9332644793466898,4591.636637075062,147.47683928399593,345.29947423698763,351.76847615507864
288.15,1.0,368.15,0.5,80.80754398955843,2.4382771756791044,73.34525119507452,117.36050250714835,320.5182701906269,303.5154085308331
288.15,1.0,368.15,1.0,56.92921184109466,2.1409935206756927,252.88695748771715,130.5007013432165,333.7577045886537,322.6554159973769
288.15,1.0,368.15,1.5,64.30114130067078,2.0276756665552966,522.2844995153573,136.40621307027553,339.65870674034915,333.9206470825738
288.15,1.0,368.15,2.0,68.34908868235452,1.969884433419793,874.9484886313294,139.85042313142296,342.89703145535475,340.87849300717954
288.15,1.0,368.15,2.5,71.04255344151748,1.939601801612298,1306.8458056838426,142.14312336947114,345.05091388367964,345.48324026298224
288.15,1.0,368.15,3.0,72.61269581177098,1.9170299732068088,1814.7669057912572,143.80704579583318,346.30616637916074,348.85040460502756
288.15,1.0,368.15,3.5,73.8480744986605,1.9000987217004877,2395.755397055269,145.08703898898008,347.2936061089189,351.3307039973419
288.15,1.0,368.15,4.0,74.79939245550113,1.8876354055828415,3048.0391059331305,146.1058149899478,348.0538811762599,353.2468953963707
288.15,1.0,368.15,4.5,75.54808676517196,1.8777279044443276,3769.7905677186936,146.941060759372,348.6521516662701,354.7727311927114
288.15,1.0,368.15,5.0,76.15378500325374,1.8698989916301798,4559.604475022221,147.64079130483933,349.1361091622863,356.0159071794227
288.15,1.5,333.15,0.5,86.19112693067802,4.532776333740912,77.69321311743988,123.62023879622538,301.06906407362686,294.3551510177312
288.15,1.5,333.15,1.0,64.89777325351224,4.204278564255219,269.30552126707335,139.4359334825013,307.611295449354,303.93665445952973
288.15,1.5,333.15,1.5,50.721825767137865,4.051516200473998,556.9368407348811,147.09405022016625,310.96857530728124,310.3186310205925
288.15,1.5,333.15,2.0,55.13977475174272,3.965038036418264,933.2274889188557,151.74630030315274,312.95776499667727,314.53630365516847
288.15,1.5,333.15,2.5,58.04854726653862,3.9096912715758663,1393.5141378544358,154.92772670519753,314.2674712472511,317.4746225328959
288.15,1.5,333.15,3.0,60.122894618861,3.87204387995007,1934.419165622603,157.2670941298004,315.2014666446556,319.6212974854328
288.15,1.5,333.15,3.5,61.82880704768483,3.848990108759608,2553.34253656659,159.06979585716456,315.9695656550318,321.2256823171736
288.15,1.5,333.15,4.0,62.962001916652156,3.8366021769907093,3249.4450985951553,160.49425737040545,316.4797907384645,322.52563246311786
288.15,1.5,333.15,4.5,63.771317867389484,3.81888534114114,4018.8112229407125,161.68704725683983,316.84418584066236,323.5852932353029
288.15,1.5,333.15,5.0,64.51824246382411,3.804344045332982,4860.155839209081,162.694226540291,317.18048719261776,324.44145003068184
288.15,1.5,338.15,0.5,86.31283195316666,4.455581724323565,77.03823538604775,124.40204652546367,302.52708593345665,294.9847403688053
288.15,1.5,338.15,1.0,65.03086670789465,4.1015479318011785,266.8128777933598,140.18408318519874,309.8215818537936,305.62700921858954
288.15,1.5,338.15,1.5,50.826089549115785,3.9385467988759046,551.5129193374596,147.78327934977625,313.5600528678376,312.73354410244247
288.15,1.5,338.15,2.0,55.24558658829145,3.846882812853437,923.8742017950717,152.3795580224651,315.77123223103223,317.4325803644451
288.15,1.5,338.15,2.5,58.15029803717956,3.78847018686065,1379.2970718973665,155.51311047336046,317.2245027529473,320.7065469076588
288.15,1.5,338.15,3.0,60.21598697082676,3.748753174120793,1914.4465634650114,157.81261197132235,318.25797424244155,323.0988668224334
288.15,1.5,338.15,3.5,61.93218267016278,3.7240830179071054,2526.6691316675715,159.58489977424455,319.1165731720152,324.8824365193956
288.15,1.5,338.15,4.0,63.02579975791982,3.709930204640841,3215.2964752222615,160.9847695437963,319.6636899212256,326.33682812899116
288.15,1.5,338.15,4.5,63.85284857429333,3.6916027745901374,3976.324590212331,162.15285996318585,320.077441019243,327.5123887569058
288.15,1.5,338.15,5.0,64.59962744659694,3.6764868729515,4808.567227287887,163.13820902812506,320.4510300663758,328.46485046612463
288.15,1.5,343.15,0.5,86.42695825259521,4.380479121115059,76.41740346704319,125.1491520720921,303.9888317964224,295.6068835119721
288.15,1.5,343.15,1.0,65.1528042108292,4.002732211039984,264.468610629905,140.88036118563315,312.0381572405301,307.3114368726247
288.15,1.5,343.15,1.5,50.91980209252729,3.8296388238522923,546.4230092102225,148.41132074837816,316.15781650463737,315.1453838278659
288.15,1.5,343.15,2.0,55.33780650953892,3.7343430342443753,915.1526923325728,152.9418529595321,318.589491368315,320.32821848569085
